*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(39.736855, 4.0, -28.926353)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(-3.0698223, 4.0, 7.7787743)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-18.319485, 4.0, -13.51683)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-26.209328, 4.0, -16.20678)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(17.090687, 4.0, -47.693626)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(29.612259, 4.0, -36.43187)
0$B(0.0, -4.1499996, 0.0)$0P$(39.736855, 4.0, -28.926353)$270.0$0$0$1A$(-3.0698223, 4.0, 7.7787743)$130.61186$0$1$2A$(-18.319485, 4.0, -13.51683)$105.208$0$1$3A$(-26.209328, 4.0, -16.20678)$101.26013$0$1$4A$(17.090687, 4.0, -47.693626)$310.54703$0$0$5A$(29.612259, 4.0, -36.43187)$292.81177$0$1$
1$B(39.872593, 3.0354393, -30.451687)$0P$(39.73717, 4.079792, -28.92684)$270.0$0$0$1A$(-3.0379841, 4.015626, 7.7488155)$130.61186$0$1$2A$(-18.288403, 4.015651, -13.547537)$115.208$0$1$3A$(-26.168177, 4.0156164, -16.221582)$111.26013$0$1$4A$(17.090685, 4.015623, -47.69363)$320.54703$0$0$5A$(29.56612, 3.997275, -36.383747)$302.81177$0$1$
2$B(39.87291, 3.1152313, -30.452173)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.9021018, 4.0524077, 7.620952)$130.61186$0$1$2A$(-18.155798, 4.052613, -13.678532)$120.50478$0$1$3A$(-25.992716, 4.052528, -16.284597)$111.26013$0$1$4A$(17.090681, 4.0528865, -47.693645)$325.8438$0$0$5A$(29.449583, 4.0364394, -36.24185)$308.10855$0$1$
3$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.820959, 4.0617394, 7.544598)$130.61186$0$1$2A$(-18.07641, 4.0618362, -13.756952)$123.31181$0$1$3A$(-25.887695, 4.0617757, -16.322126)$111.26013$0$1$4A$(17.090681, 4.0619698, -47.693653)$328.65085$0$0$5A$(29.39306, 4.051445, -36.154163)$308.10855$0$1$
4$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.820959, 4.0617394, 7.544598)$130.61186$0$1$2A$(-18.07641, 4.0618362, -13.756952)$124.36895$0$1$3A$(-25.887695, 4.0617757, -16.322126)$111.26013$0$1$4A$(17.090681, 4.0619698, -47.693653)$329.70798$0$0$5A$(29.39306, 4.051445, -36.154163)$307.05142$0$1$
5$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.7779284, 4.0650663, 7.5041065)$130.61186$0$1$2A$(-18.03431, 4.065104, -13.798541)$126.10059$0$1$3A$(-25.832027, 4.065096, -16.341951)$111.26013$0$1$4A$(17.090681, 4.0651994, -47.693657)$331.4396$0$0$5A$(29.344528, 4.056784, -36.12509)$307.05142$0$1$
6$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.7779284, 4.0650663, 7.5041065)$130.61186$0$1$2A$(-18.03431, 4.065104, -13.798541)$126.91533$0$1$3A$(-25.832027, 4.065096, -16.341951)$111.26013$0$1$4A$(17.090681, 4.0651994, -47.693657)$332.25433$0$0$5A$(29.344528, 4.056784, -36.12509)$307.05142$0$1$
7$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.7779284, 4.0650663, 7.5041065)$130.61186$0$1$2A$(-18.03431, 4.065104, -13.798541)$127.66064$0$1$3A$(-25.832027, 4.065096, -16.341951)$111.26013$0$1$4A$(17.090681, 4.0651994, -47.693657)$332.99963$0$0$5A$(29.344528, 4.056784, -36.12509)$307.79672$0$1$
8$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.7343047, 4.0677404, 7.4630566)$130.61186$0$1$2A$(-17.991623, 4.0677156, -13.840706)$129.15337$0$1$3A$(-25.775549, 4.0677366, -16.362051)$111.26013$0$1$4A$(17.090681, 4.067783, -47.69366)$334.49237$0$0$5A$(29.307737, 4.0610757, -36.08041)$309.28946$0$1$
9$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.7343047, 4.0677404, 7.4630566)$130.61186$0$1$2A$(-17.991623, 4.0677156, -13.840706)$130.74557$0$1$3A$(-25.775549, 4.0677366, -16.362051)$111.26013$0$1$4A$(17.090681, 4.067783, -47.69366)$336.08456$0$0$5A$(29.307737, 4.0610757, -36.08041)$310.88165$0$1$
10$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6902213, 4.0699067, 7.4215746)$130.61186$0$1$2A$(-17.948467, 4.0698, -13.883334)$130.74557$0$1$3A$(-25.71273, 4.0650115, -16.384375)$111.26013$0$1$4A$(17.090681, 4.06985, -47.69366)$337.5725$0$0$5A$(29.268763, 4.0645323, -36.036224)$310.88165$0$1$
11$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6902213, 4.0699067, 7.4215746)$130.61186$0$1$2A$(-17.948467, 4.0698, -13.883334)$130.74557$0$1$3A$(-25.71273, 4.0650115, -16.384375)$111.26013$0$1$4A$(17.090681, 4.06985, -47.69366)$338.29477$0$0$5A$(29.268763, 4.0645323, -36.036224)$311.6039$0$1$
12$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6902213, 4.0699067, 7.4215746)$130.61186$0$1$2A$(-17.948467, 4.0698, -13.883334)$130.74557$0$1$3A$(-25.71273, 4.0650115, -16.384375)$111.26013$0$1$4A$(17.090681, 4.06985, -47.69366)$339.13068$0$0$5A$(29.268763, 4.0645323, -36.036224)$310.768$0$1$
13$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.645766, 4.071662, 7.3797417)$130.61186$0$1$2A$(-17.904978, 4.0715017, -13.926295)$130.74557$0$1$3A$(-25.656246, 4.067666, -16.404419)$111.26013$0$1$4A$(17.090681, 4.0715036, -47.69366)$341.00827$0$0$5A$(29.213568, 4.06727, -36.013145)$312.6456$0$1$
14$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.645766, 4.071662, 7.3797417)$130.61186$0$1$2A$(-17.904978, 4.0715017, -13.926295)$130.74557$0$1$3A$(-25.656246, 4.067666, -16.404419)$111.26013$0$1$4A$(17.090681, 4.0715036, -47.69366)$341.71478$0$0$5A$(29.213568, 4.06727, -36.013145)$313.3521$0$1$
15$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.645766, 4.071662, 7.3797417)$130.61186$0$1$2A$(-17.904978, 4.0715017, -13.926295)$130.74557$0$1$3A$(-25.656246, 4.067666, -16.404419)$111.26013$0$1$4A$(17.090681, 4.0715036, -47.69366)$342.637$0$0$5A$(29.213568, 4.06727, -36.013145)$312.4299$0$1$
16$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6009746, 4.073054, 7.337597)$130.61186$0$1$2A$(-17.86119, 4.072869, -13.96955)$130.74557$0$1$3A$(-25.599203, 4.0698395, -16.424658)$111.26013$0$1$4A$(17.090681, 4.0728264, -47.69366)$343.92783$0$0$5A$(29.160177, 4.0695047, -35.984806)$313.72073$0$1$
17$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6009746, 4.073054, 7.337597)$130.61186$0$1$2A$(-17.86119, 4.072869, -13.96955)$130.74557$0$1$3A$(-25.599203, 4.0698395, -16.424658)$111.26013$0$1$4A$(17.090681, 4.0728264, -47.69366)$344.5671$0$0$5A$(29.160177, 4.0695047, -35.984806)$314.36002$0$1$
18$B(39.87291, 3.114764, -30.452175)$0P$(39.73717, 4.0793247, -28.926842)$270.0$0$0$1A$(-2.6009746, 4.073054, 7.337597)$130.61186$0$1$2A$(-17.86119, 4.072869, -13.96955)$130.74557$0$1$3A$(-25.599203, 4.0698395, -16.424658)$111.26013$0$1$4A$(17.090681, 4.0728264, -47.69366)$345.3938$0$0$5A$(29.160177, 4.0695047, -35.984806)$315.1867$0$1$
